school,sport,gender,division,conference,athletes,intl
Allen,wrestling,Women,D2,Southern Intercollegiate Athletic Conference,27,1
Alma,baseball,Men,D3,Michigan Intercollegiate Athletic Association,63,0
Alma,basketball,Men,D3,Michigan Intercollegiate Athletic Association,29,6
Alma,basketball,Women,D3,Michigan Intercollegiate Athletic Association,20,0
Alma,cross_country,Men,D3,Michigan Intercollegiate Athletic Association,12,1
Alma,cross_country,Women,D3,Michigan Intercollegiate Athletic Association,16,0
Alma,football,Men,D3,Michigan Intercollegiate Athletic Association,158,0
Alma,golf,Men,D3,Michigan Intercollegiate Athletic Association,13,0
Alma,golf,Women,D3,Michigan Intercollegiate Athletic Association,10,0
Alma,lacrosse,Men,D3,Michigan Intercollegiate Athletic Association,31,1
Alma,lacrosse,Women,D3,Michigan Intercollegiate Athletic Association,19,0
Alma,soccer,Men,D3,Michigan Intercollegiate Athletic Association,36,8
Alma,soccer,Women,D3,Michigan Intercollegiate Athletic Association,40,0
Alma,softball,Women,D3,Michigan Intercollegiate Athletic Association,29,0
Alma,swimming,Men,D3,Michigan Intercollegiate Athletic Association,19,1
Alma,swimming,Women,D3,Michigan Intercollegiate Athletic Association,22,1
Alma,tennis,Men,D3,Michigan Intercollegiate Athletic Association,8,0
Alma,tennis,Women,D3,Michigan Intercollegiate Athletic Association,9,1
Alma,track_indoor,Men,D3,Michigan Intercollegiate Athletic Association,37,2
Alma,track_indoor,Women,D3,Michigan Intercollegiate Athletic Association,33,0
Alma,track_outdoor,Men,D3,Michigan Intercollegiate Athletic Association,37,2
Alma,track_outdoor,Women,D3,Michigan Intercollegiate Athletic Association,33,0
Alma,volleyball,Women,D3,Michigan Intercollegiate Athletic Association,24,0
Alma,wrestling,Men,D3,Michigan Intercollegiate Athletic Association,23,1
Alma,wrestling,Women,D3,Michigan Intercollegiate Athletic Association,15,0
Alvernia,baseball,Men,D3,Middle Atlantic Conference Commonwealth,50,0
Alvernia,basketball,Men,D3,Middle Atlantic Conference Commonwealth,17,0
Alvernia,basketball,Women,D3,Middle Atlantic Conference Commonwealth,15,0
Alvernia,bowling,Women,D3,Middle Atlantic Conference Commonwealth,7,0
Alvernia,cross_country,Men,D3,Middle Atlantic Conference Commonwealth,6,0
Alvernia,cross_country,Women,D3,Middle Atlantic Conference Commonwealth,5,0
Alvernia,equestrian,Women,D3,Middle Atlantic Conference Commonwealth,10,0
Alvernia,field_hockey,Women,D3,Middle Atlantic Conference Commonwealth,18,0
Alvernia,football,Men,D3,Middle Atlantic Conference Commonwealth,87,0
Alvernia,golf,Men,D3,Middle Atlantic Conference Commonwealth,11,1
Alvernia,golf,Women,D3,Middle Atlantic Conference Commonwealth,4,0
Alvernia,ice_hockey,Men,D3,Middle Atlantic Conference Commonwealth,29,14
Alvernia,ice_hockey,Women,D3,Middle Atlantic Conference Commonwealth,23,2
Alvernia,lacrosse,Men,D3,Middle Atlantic Conference Commonwealth,27,4
Alvernia,lacrosse,Women,D3,Middle Atlantic Conference Commonwealth,20,0
Alvernia,soccer,Men,D3,Middle Atlantic Conference Commonwealth,25,0
Alvernia,soccer,Women,D3,Middle Atlantic Conference Commonwealth,24,0
Alvernia,softball,Women,D3,Middle Atlantic Conference Commonwealth,24,0
Alvernia,tennis,Men,D3,Middle Atlantic Conference Commonwealth,6,0
Alvernia,tennis,Women,D3,Middle Atlantic Conference Commonwealth,7,0
Alvernia,track_indoor,Men,D3,Middle Atlantic Conference Commonwealth,23,0
Alvernia,track_indoor,Women,D3,Middle Atlantic Conference Commonwealth,22,0
Alvernia,track_outdoor,Men,D3,Middle Atlantic Conference Commonwealth,23,0
Alvernia,track_outdoor,Women,D3,Middle Atlantic Conference Commonwealth,22,0
Alvernia,volleyball,Women,D3,Middle Atlantic Conference Commonwealth,13,0
Alvernia,wrestling,Men,D3,Middle Atlantic Conference Commonwealth,34,0
Alvernia,wrestling,Women,D3,Middle Atlantic Conference Commonwealth,19,0
Alverno,basketball,Women,D3,Northern Athletics Collegiate Conference,13,0
Alverno,cross_country,Women,D3,Northern Athletics Collegiate Conference,8,1
Alverno,golf,Women,D3,Northern Athletics Collegiate Conference,5,0
Alverno,volleyball,Women,D3,Northern Athletics Collegiate Conference,12,0
American,basketball,Men,D1,Patriot League,19,1
American,basketball,Women,D1,Patriot League,13,3
American,cross_country,Men,D1,Patriot League,16,1
American,cross_country,Women,D1,Patriot League,18,0
American,field_hockey,Women,D1,Patriot League,24,5
American,lacrosse,Women,D1,Patriot League,33,0
American,soccer,Men,D1,Patriot League,28,5
American,soccer,Women,D1,Patriot League,29,0
American,swimming,Men,D1,Patriot League,25,1
American,swimming,Women,D1,Patriot League,29,0
American,track_indoor,Men,D1,Patriot League,26,1
American,track_indoor,Women,D1,Patriot League,30,0
American,track_outdoor,Men,D1,Patriot League,26,1
American,track_outdoor,Women,D1,Patriot League,30,0
American,volleyball,Women,D1,Patriot League,13,4
American,wrestling,Men,D1,Patriot League,27,0
American International,acro_tumbling,Women,D2,Northeast-10 Conference,14,0
American International,baseball,Men,D2,Northeast-10 Conference,48,48
American International,basketball,Men,D2,Northeast-10 Conference,15,2
American International,basketball,Women,D2,Northeast-10 Conference,13,6
American International,cross_country,Men,D2,Northeast-10 Conference,11,1
American International,cross_country,Women,D2,Northeast-10 Conference,8,1
American International,field_hockey,Women,D2,Northeast-10 Conference,16,5
American International,football,Men,D2,Northeast-10 Conference,134,1
American International,golf,Men,D2,Northeast-10 Conference,11,4
American International,lacrosse,Men,D2,Northeast-10 Conference,25,6
American International,lacrosse,Women,D2,Northeast-10 Conference,19,2
American International,rugby,Women,D2,Northeast-10 Conference,36,4
American International,soccer,Men,D2,Northeast-10 Conference,48,24
American International,soccer,Women,D2,Northeast-10 Conference,32,9
American International,softball,Women,D2,Northeast-10 Conference,20,1
American International,track_indoor,Men,D2,Northeast-10 Conference,27,5
American International,track_indoor,Women,D2,Northeast-10 Conference,14,1
American International,track_outdoor,Men,D2,Northeast-10 Conference,27,5
American International,track_outdoor,Women,D2,Northeast-10 Conference,14,1
American International,volleyball,Men,D2,Northeast-10 Conference,21,0
American International,volleyball,Women,D2,Northeast-10 Conference,18,6
Amherst,baseball,Men,D3,New England Small College Athletic Conference,29,2
Amherst,basketball,Men,D3,New England Small College Athletic Conference,12,1
Amherst,basketball,Women,D3,New England Small College Athletic Conference,13,0
Amherst,cross_country,Men,D3,New England Small College Athletic Conference,28,1
Amherst,cross_country,Women,D3,New England Small College Athletic Conference,22,0
Amherst,field_hockey,Women,D3,New England Small College Athletic Conference,24,2
Amherst,football,Men,D3,New England Small College Athletic Conference,83,0
Amherst,golf,Men,D3,New England Small College Athletic Conference,10,2
Amherst,golf,Women,D3,New England Small College Athletic Conference,10,2
Amherst,ice_hockey,Men,D3,New England Small College Athletic Conference,25,5
Amherst,ice_hockey,Women,D3,New England Small College Athletic Conference,21,4
Amherst,lacrosse,Men,D3,New England Small College Athletic Conference,43,0
Amherst,lacrosse,Women,D3,New England Small College Athletic Conference,32,0
Amherst,soccer,Men,D3,New England Small College Athletic Conference,29,11
Amherst,soccer,Women,D3,New England Small College Athletic Conference,28,2
Amherst,softball,Women,D3,New England Small College Athletic Conference,20,0
Amherst,swimming,Men,D3,New England Small College Athletic Conference,27,0
Amherst,swimming,Women,D3,New England Small College Athletic Conference,26,2
Amherst,tennis,Men,D3,New England Small College Athletic Conference,10,2
Amherst,tennis,Women,D3,New England Small College Athletic Conference,12,3
Amherst,track_indoor,Men,D3,New England Small College Athletic Conference,59,3
Amherst,track_indoor,Women,D3,New England Small College Athletic Conference,49,2
Amherst,track_outdoor,Men,D3,New England Small College Athletic Conference,59,3
Amherst,track_outdoor,Women,D3,New England Small College Athletic Conference,49,2
Amherst,volleyball,Women,D3,New England Small College Athletic Conference,20,1
Anderson IN,baseball,Men,D3,Heartland Collegiate Athletic Conference,40,0
Anderson IN,basketball,Men,D3,Heartland Collegiate Athletic Conference,18,0
Anderson IN,basketball,Women,D3,Heartland Collegiate Athletic Conference,14,0
Anderson IN,cross_country,Men,D3,Heartland Collegiate Athletic Conference,16,2
Anderson IN,cross_country,Women,D3,Heartland Collegiate Athletic Conference,13,0
Anderson IN,football,Men,D3,Heartland Collegiate Athletic Conference,95,0
Anderson IN,golf,Men,D3,Heartland Collegiate Athletic Conference,12,0
Anderson IN,golf,Women,D3,Heartland Collegiate Athletic Conference,11,0
Anderson IN,soccer,Men,D3,Heartland Collegiate Athletic Conference,32,0
Anderson IN,soccer,Women,D3,Heartland Collegiate Athletic Conference,30,1
Anderson IN,softball,Women,D3,Heartland Collegiate Athletic Conference,19,0
Anderson IN,swimming,Men,D3,Heartland Collegiate Athletic Conference,9,1
Anderson IN,swimming,Women,D3,Heartland Collegiate Athletic Conference,15,0
Anderson IN,tennis,Men,D3,Heartland Collegiate Athletic Conference,15,5
Anderson IN,tennis,Women,D3,Heartland Collegiate Athletic Conference,10,1
Anderson IN,track_indoor,Men,D3,Heartland Collegiate Athletic Conference,29,1
Anderson IN,track_indoor,Women,D3,Heartland Collegiate Athletic Conference,18,0
Anderson IN,track_outdoor,Men,D3,Heartland Collegiate Athletic Conference,29,1
Anderson IN,track_outdoor,Women,D3,Heartland Collegiate Athletic Conference,18,0
Anderson IN,volleyball,Women,D3,Heartland Collegiate Athletic Conference,16,0
Anderson SC,baseball,Men,D2,South Atlantic Conference,49,2
Anderson SC,basketball,Men,D2,South Atlantic Conference,13,0
Anderson SC,basketball,Women,D2,South Atlantic Conference,16,0
Anderson SC,cross_country,Men,D2,South Atlantic Conference,17,1
Anderson SC,cross_country,Women,D2,South Atlantic Conference,13,1
Anderson SC,football,Men,D2,South Atlantic Conference,116,0
Anderson SC,golf,Men,D2,South Atlantic Conference,13,3
Anderson SC,golf,Women,D2,South Atlantic Conference,9,1
Anderson SC,lacrosse,Men,D2,South Atlantic Conference,45,0
Anderson SC,lacrosse,Women,D2,South Atlantic Conference,37,1
Anderson SC,soccer,Men,D2,South Atlantic Conference,35,20
Anderson SC,soccer,Women,D2,South Atlantic Conference,28,1
Anderson SC,softball,Women,D2,South Atlantic Conference,19,0
Anderson SC,tennis,Men,D2,South Atlantic Conference,20,5
Anderson SC,tennis,Women,D2,South Atlantic Conference,14,2
Anderson SC,track_indoor,Men,D2,South Atlantic Conference,35,1
Anderson SC,track_indoor,Women,D2,South Atlantic Conference,22,1
Anderson SC,track_outdoor,Men,D2,South Atlantic Conference,35,1
Anderson SC,track_outdoor,Women,D2,South Atlantic Conference,22,1
Anderson SC,volleyball,Women,D2,South Atlantic Conference,19,0
Angelo State,baseball,Men,D2,Lone Star Conference,43,0
Angelo State,basketball,Men,D2,Lone Star Conference,16,2
Angelo State,basketball,Women,D2,Lone Star Conference,12,2
Angelo State,cross_country,Men,D2,Lone Star Conference,12,0
Angelo State,cross_country,Women,D2,Lone Star Conference,7,0
Angelo State,football,Men,D2,Lone Star Conference,112,0
Angelo State,soccer,Women,D2,Lone Star Conference,23,2
Angelo State,softball,Women,D2,Lone Star Conference,18,0
Angelo State,tennis,Women,D2,Lone Star Conference,8,8
Angelo State,volleyball,Women,D2,Lone Star Conference,21,0
Anna Maria College,baseball,Men,D3,Massachusetts State Collegiate Athletic Conference,42,0
App State,baseball,Men,D1,Sun Belt Conference,37,0
App State,basketball,Men,D1,Sun Belt Conference,16,1
App State,basketball,Women,D1,Sun Belt Conference,12,3
App State,cross_country,Men,D1,Sun Belt Conference,18,0
App State,cross_country,Women,D1,Sun Belt Conference,15,1
App State,field_hockey,Women,D1,Sun Belt Conference,21,6
App State,football,Men,D1,Sun Belt Conference,116,4
App State,golf,Men,D1,Sun Belt Conference,10,3
App State,golf,Women,D1,Sun Belt Conference,7,1
App State,soccer,Women,D1,Sun Belt Conference,22,4
App State,softball,Women,D1,Sun Belt Conference,21,0
App State,tennis,Women,D1,Sun Belt Conference,8,7
App State,track_indoor,Women,D1,Sun Belt Conference,38,2
App State,track_outdoor,Men,D1,Sun Belt Conference,40,0
App State,track_outdoor,Women,D1,Sun Belt Conference,38,2
App State,volleyball,Women,D1,Sun Belt Conference,14,1
App State,wrestling,Men,D1,Sun Belt Conference,26,0
Arcadia,baseball,Men,D3,Middle Atlantic Conferences,45,0
Arcadia,basketball,Men,D3,Middle Atlantic Conferences,19,0
Arcadia,basketball,Women,D3,Middle Atlantic Conferences,13,1
Arcadia,cross_country,Men,D3,Middle Atlantic Conferences,6,0
Arcadia,cross_country,Women,D3,Middle Atlantic Conferences,15,0
Arcadia,field_hockey,Women,D3,Middle Atlantic Conferences,26,1
Arcadia,golf,Men,D3,Middle Atlantic Conference Freedom,7,1
Arcadia,golf,Women,D3,Middle Atlantic Conferences,10,0
Arcadia,ice_hockey,Men,D3,Middle Atlantic Conferences,31,6
Arcadia,ice_hockey,Women,D3,Middle Atlantic Conferences,22,10
Arcadia,lacrosse,Men,D3,Middle Atlantic Conferences,50,0
Arcadia,lacrosse,Women,D3,Middle Atlantic Conferences,26,1
Arcadia,soccer,Men,D3,Middle Atlantic Conferences,40,0
Arcadia,soccer,Women,D3,Middle Atlantic Conferences,38,0
Arcadia,softball,Women,D3,Middle Atlantic Conferences,24,0
Arcadia,swimming,Men,D3,Middle Atlantic Conferences,16,2
Arcadia,swimming,Women,D3,Middle Atlantic Conferences,18,0
Arcadia,tennis,Men,D3,Middle Atlantic Conference Freedom,8,2
Arcadia,tennis,Women,D3,Middle Atlantic Conference Freedom,10,0
Arcadia,track_indoor,Men,D3,Middle Atlantic Conferences,19,0
Arcadia,track_indoor,Women,D3,Middle Atlantic Conferences,28,0
Arcadia,track_outdoor,Men,D3,Middle Atlantic Conferences,19,0
Arcadia,track_outdoor,Women,D3,Middle Atlantic Conferences,28,0
Arcadia,volleyball,Men,D3,Middle Atlantic Conferences,14,0
Arcadia,volleyball,Women,D3,Middle Atlantic Conferences,18,0
Arcadia,wrestling,Men,D3,Middle Atlantic Conferences,28,0
Arcadia,wrestling,Women,D3,Middle Atlantic Conferences,11,0
Arizona,baseball,Men,D1,Big 12 Conference,40,2
Arizona,basketball,Men,D1,Big 12 Conference,16,8
Arizona,basketball,Women,D1,Big 12 Conference,12,2
Arizona,beach_volleyball,Women,D1,Big 12 Conference,22,0
Arizona,cross_country,Men,D1,Big 12 Conference,11,2
Arizona,cross_country,Women,D1,Big 12 Conference,9,2
Arizona,football,Men,D1,Big 12 Conference,110,2
Arizona,golf,Men,D1,Big 12 Conference,9,6
Arizona,golf,Women,D1,Big 12 Conference,9,5
Arizona,gymnastics,Women,D1,Big 12 Conference,21,0
Arizona,soccer,Women,D1,Big 12 Conference,26,1
Arizona,softball,Women,D1,Big 12 Conference,19,0
Arizona,swimming,Men,D1,Big 12 Conference,30,5
Arizona,swimming,Women,D1,Big 12 Conference,28,10
Arizona,tennis,Men,D1,Big 12 Conference,9,8
Arizona,tennis,Women,D1,Big 12 Conference,9,6
Arizona,track_indoor,Men,D1,Big 12 Conference,37,6
Arizona,track_indoor,Women,D1,Big 12 Conference,36,4
Arizona,track_outdoor,Men,D1,Big 12 Conference,37,6
Arizona,track_outdoor,Women,D1,Big 12 Conference,36,4
Arizona,triathlon,Women,D1,Big 12 Conference,11,6
Arizona,volleyball,Women,D1,Big 12 Conference,17,1
Arizona St.,baseball,Men,D1,Big 12 Conference,41,0
Arizona St.,basketball,Men,D1,Big 12 Conference,4,1
Arizona St.,basketball,Women,D1,Big 12 Conference,13,3
Arizona St.,beach_volleyball,Women,D1,Big 12 Conference,17,2
Arizona St.,cross_country,Men,D1,Big 12 Conference,12,2
Arizona St.,cross_country,Women,D1,Big 12 Conference,8,0
Arizona St.,football,Men,D1,Big 12 Conference,107,2
Arizona St.,golf,Men,D1,Big 12 Conference,9,5
Arizona St.,golf,Women,D1,Big 12 Conference,7,6
Arizona St.,gymnastics,Women,D1,Big 12 Conference,17,2
Arizona St.,ice_hockey,Men,D1,Big 12 Conference,25,11
Arizona St.,lacrosse,Women,D1,Big 12 Conference,32,1
Arizona St.,soccer,Women,D1,Big 12 Conference,26,15
Arizona St.,softball,Women,D1,Big 12 Conference,23,0
Arizona St.,swimming,Men,D1,Big 12 Conference,29,8
Arizona St.,swimming,Women,D1,Big 12 Conference,29,13
Arizona St.,tennis,Men,D1,Big 12 Conference,9,8
Arizona St.,tennis,Women,D1,Big 12 Conference,9,7
Arizona St.,track_indoor,Men,D1,Big 12 Conference,35,4
Arizona St.,track_indoor,Women,D1,Big 12 Conference,29,9
Arizona St.,track_outdoor,Men,D1,Big 12 Conference,35,4
Arizona St.,track_outdoor,Women,D1,Big 12 Conference,29,9
Arizona St.,triathlon,Women,D1,Big 12 Conference,13,7
Arizona St.,volleyball,Women,D1,Big 12 Conference,19,2
Arizona St.,water_polo,Women,D1,Big 12 Conference,23,15
Arizona St.,wrestling,Men,D1,Big 12 Conference,32,1
Ark.-Pine Bluff,baseball,Men,D1,Southwestern Athletic Conference,41,0
Ark.-Pine Bluff,basketball,Men,D1,Southwestern Athletic Conference,15,1
Ark.-Pine Bluff,basketball,Women,D1,Southwestern Athletic Conference,15,1
Ark.-Pine Bluff,cross_country,Men,D1,Southwestern Athletic Conference,6,3
Ark.-Pine Bluff,cross_country,Women,D1,Southwestern Athletic Conference,7,1
Ark.-Pine Bluff,football,Men,D1,Southwestern Athletic Conference,91,2
Ark.-Pine Bluff,golf,Men,D1,Southwestern Athletic Conference,8,6
Ark.-Pine Bluff,soccer,Women,D1,Southwestern Athletic Conference,20,3
Ark.-Pine Bluff,softball,Women,D1,Southwestern Athletic Conference,26,1
Ark.-Pine Bluff,track_indoor,Men,D1,Southwestern Athletic Conference,20,9
Ark.-Pine Bluff,track_indoor,Women,D1,Southwestern Athletic Conference,17,7
Ark.-Pine Bluff,track_outdoor,Men,D1,Southwestern Athletic Conference,20,9
Ark.-Pine Bluff,track_outdoor,Women,D1,Southwestern Athletic Conference,17,7
Ark.-Pine Bluff,volleyball,Women,D1,Southwestern Athletic Conference,13,2
Arkansas,baseball,Men,D1,Southeastern Conference,39,0
Arkansas,basketball,Men,D1,Southeastern Conference,15,4
Arkansas,basketball,Women,D1,Southeastern Conference,13,5
